bikepoint_id,bikepoint_name,place_type,lat,lon,postcode,lsoa,lsoa_code,msoa,msoa_code,ward,ward_code,local_authority,local_authority_code
BikePoints_664,"Austin Road, Battersea Park",BikePoint,51.474376,-0.155442,SW11 4LT,Wandsworth 001A,E01004560,Wandsworth 001,E02000923,Queenstown,E05000620,Wandsworth,E09000032
BikePoints_665,"Smugglers Way, Wandsworth",BikePoint,51.461083,-0.191722,SW18 1EG,Wandsworth 010A,E01004509,Wandsworth 010,E02000932,Fairfield,E05000614,Wandsworth,E09000032
BikePoints_667,"Shepherd's Bush Road North, Shepherd's Bush",BikePoint,51.501594,-0.222293,W6 7LX,Hammersmith and Fulham 007C,E01001854,Hammersmith and Fulham 007,E02000378,Addison,E05000250,Hammersmith and Fulham,E09000013
BikePoints_668,"Ravenscourt Park Station, Hammersmith",BikePoint,51.494223,-0.236769,W6 0UQ,Hammersmith and Fulham 011A,E01001928,Hammersmith and Fulham 011,E02000382,Ravenscourt Park,E05000261,Hammersmith and Fulham,E09000013
BikePoints_669,"Teversham Lane, Stockwell",BikePoint,51.476149,-0.123258,SW8 2DP,Lambeth 006D,E01003124,Lambeth 006,E02000623,Stockwell,E05000429,Lambeth,E09000022
BikePoints_670,"Ashley Crescent, Battersea",BikePoint,51.467185,-0.152248,SW11 5QY,Wandsworth 005B,E01004590,Wandsworth 005,E02000927,Shaftesbury,E05000623,Wandsworth,E09000032
BikePoints_671,"Parsons Green Station, Parsons Green",BikePoint,51.475089,-0.201968,SW6 4QY,Hammersmith and Fulham 021B,E01001948,Hammersmith and Fulham 021,E02000392,Town,E05000264,Hammersmith and Fulham,E09000013
BikePoints_673,"Hibbert Street, Battersea",BikePoint,51.46517,-0.180389,SW11 3QS,Wandsworth 007C,E01004538,Wandsworth 007,E02000929,Latchmere,E05000617,Wandsworth,E09000032
BikePoints_674,"Carnegie Street, King's Cross",BikePoint,51.535467,-0.116191,N1 0UE,Islington 019B,E01002697,Islington 019,E02000572,Barnsbury,E05000366,Islington,E09000019
BikePoints_675,"Usk Road, Clapham Junction",BikePoint,51.463489,-0.182126,SW11 2RR,Wandsworth 007C,E01004538,Wandsworth 007,E02000929,Latchmere,E05000617,Wandsworth,E09000032
BikePoints_676,"Hartington Road, Stockwell",BikePoint,51.47787,-0.126874,SW8 2HL,Lambeth 006A,E01003097,Lambeth 006,E02000623,Oval,E05000426,Lambeth,E09000022
BikePoints_677,"Heath Road, Battersea",BikePoint,51.468669,-0.146544,SW8 3DL,Lambeth 013A,E01003037,Lambeth 013,E02000630,Clapham Town,E05000419,Lambeth,E09000022
BikePoints_678,"Esmond Street, Putney",BikePoint,51.462312,-0.211468,SW15 2LG,Wandsworth 010C,E01004602,Wandsworth 010,E02000932,Thamesfield,E05000625,Wandsworth,E09000032
BikePoints_679,"Orbel Street, Battersea",BikePoint,51.474535,-0.17021,SW11 3PN,Wandsworth 004B,E01004579,Wandsworth 004,E02000926,St Mary's Park,E05000622,Wandsworth,E09000032
BikePoints_680,"Westbridge Road, Battersea",BikePoint,51.477684,-0.170329,SW11 3AN,Wandsworth 001D,E01004583,Wandsworth 001,E02000923,St Mary's Park,E05000622,Wandsworth,E09000032
BikePoints_681,"Bishop's Avenue, Fulham",BikePoint,51.473036,-0.214749,SW6 6EG,Hammersmith and Fulham 024A,E01001915,Hammersmith and Fulham 024,E02000395,Palace Riverside,E05000259,Hammersmith and Fulham,E09000013
BikePoints_682,"Crisp Road, Hammersmith",BikePoint,51.488108,-0.226606,W6 9BF,Hammersmith and Fulham 018B,E01001891,Hammersmith and Fulham 018,E02000389,Fulham Reach,E05000255,Hammersmith and Fulham,E09000013
BikePoints_683,"Dorothy Road, Clapham Junction",BikePoint,51.465064,-0.16375,SW11 2JR,Wandsworth 008D,E01004585,Wandsworth 008,E02000930,Shaftesbury,E05000623,Wandsworth,E09000032
BikePoints_684,"Neville Gill Close, Wandsworth",BikePoint,51.454752,-0.195197,SW18 4BW,Wandsworth 018C,E01004600,Wandsworth 018,E02000940,Southfields,E05000624,Wandsworth,E09000032
BikePoints_685,"Osiers Road, Wandsworth",BikePoint,51.46067,-0.198735,SW18 1NL,Wandsworth 010F,E01033093,Wandsworth 010,E02000932,Thamesfield,E05000625,Wandsworth,E09000032
BikePoints_686,"Beryl Road, Hammersmith",BikePoint,51.488144,-0.222456,W6 9PL,Hammersmith and Fulham 018B,E01001891,Hammersmith and Fulham 018,E02000389,Fulham Reach,E05000255,Hammersmith and Fulham,E09000013
BikePoints_688,"Northfields, Wandsworth",BikePoint,51.460951,-0.200667,SW18 1PE,Wandsworth 010F,E01033093,Wandsworth 010,E02000932,Thamesfield,E05000625,Wandsworth,E09000032
BikePoints_689,"Spanish Road, Clapham Junction",BikePoint,51.459225,-0.180884,SW18 2HZ,Wandsworth 012B,E01004510,Wandsworth 012,E02000934,Fairfield,E05000614,Wandsworth,E09000032
BikePoints_690,"Stanley Grove, Battersea",BikePoint,51.470475,-0.15213,SW8 3PL,Wandsworth 005A,E01004565,Wandsworth 005,E02000927,Queenstown,E05000620,Wandsworth,E09000032
BikePoints_691,"Erin Close, Walham Green",BikePoint,51.479463,-0.195777,SW6 1BF,Hammersmith and Fulham 020A,E01001920,Hammersmith and Fulham 020,E02000391,Parsons Green and Walham,E05000260,Hammersmith and Fulham,E09000013
BikePoints_692,"Cadogan Close, Victoria Park",BikePoint,51.542118,-0.028941,E9 5FU,Hackney 018D,E01001849,Hackney 018,E02000362,Hackney Wick,E05009374,Hackney,E09000012
BikePoints_693,"Felsham Road, Putney",BikePoint,51.464786,-0.215618,SW15 1SF,Wandsworth 010E,E01004609,Wandsworth 010,E02000932,Thamesfield,E05000625,Wandsworth,E09000032
BikePoints_694,"Putney Rail Station, Putney",BikePoint,51.460717,-0.216526,SW15 1TE,Wandsworth 010E,E01004609,Wandsworth 010,E02000932,Thamesfield,E05000625,Wandsworth,E09000032
BikePoints_695,"Islington Green, Angel",BikePoint,51.536384,-0.102757,N1 2XR,Islington 020B,E01002794,Islington 020,E02000573,St Mary's,E05000379,Islington,E09000019
BikePoints_696,"Charing Cross Hospital, Hammersmith",BikePoint,51.487285,-0.217995,W6 8HA,Hammersmith and Fulham 016C,E01001890,Hammersmith and Fulham 016,E02000387,Fulham Reach,E05000255,Hammersmith and Fulham,E09000013
BikePoints_785,"Aquatic Centre, Queen Elizabeth Olympic Park",BikePoint,51.54094,-0.01051,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BikePoints_838,"Fore Street Avenue, Guildhall",BikePoint,51.518093,-0.091401,EC2Y 5DE,City of London 001B,E01000002,City of London 001,E02000001,Bassishaw,E05009290,City of London,E09000001
